,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ALL Items Purchased ALL Locations,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Date Range: 06/09/2023 - 06/08/2024, 06/09/2024 - 06/08/2025",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Anand Ganger, 6/8/2025 10:46 AM",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Billing Location Nickname,Billing Location Address,Billing Location Account Number,Shipped Location Nickname,Shipped Location Address,Shipped Location Account Number,Short Description,Extended Description,Item Code,Manufacturer,Uom,Previous Quantity,Current Quantity,Previous Amount,Current Amount,CategoryTree,Category,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Category Level 9,Category Level 10
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Petroleum Jelly White Ea, 144 EA/CA","Petroleum Jelly White Each, 144 EA/CA",1948259,Cardinal Health,EA,,20,,18.86,Pharmacy > Health & Beauty Care > Personal Care > Lotion,Pharmacy,Health & Beauty Care,Personal Care,Lotion,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Alcohol Solution 16oz/Bt, 12 BT/CA","Alcohol Solution 16oz/Bottle, 12 BT/CA",1127067,Henry Schein Inc.,BT,22,15,35.89,25.41,Pharmacy > OTC > First Aid > Antibiotic & Antiseptic,Pharmacy,OTC,First Aid,Antibiotic & Antiseptic,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Hydrogen Peroxide 3% Solution 16oz/Ea, 12 EA/CA","Hydrogen Peroxide 3% Solution 16oz/Each, 12 EA/CA",1127069,Henry Schein Inc.,EA,1,,0.71,,Pharmacy > OTC > First Aid > Antibiotic & Antiseptic,Pharmacy,OTC,First Aid,Antibiotic & Antiseptic,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Polysporin Ointment 1/32oz Foil Pack 144/Bx,Polysporin Ointment 1/32oz Foil Pack 144/Box,1294426,Kenvue Brands Llc,BX,2,3,93.04,139.56,Pharmacy > OTC > First Aid > Antibiotic & Antiseptic,Pharmacy,OTC,First Aid,Antibiotic & Antiseptic,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Polysporin Topical Ointment 0.5oz/Tb, 72 TB/CA","Polysporin Topical Ointment 0.5oz/Tube, 72 TB/CA",5800031,Kenvue Brands Llc,TB,8,7,53.68,46.97,Pharmacy > OTC > First Aid > Antibiotic & Antiseptic,Pharmacy,OTC,First Aid,Antibiotic & Antiseptic,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Witch Hazel Astringent Solution 16oz/Bt, 12 BT/CA","Witch Hazel Astringent Solution 16oz/Bottle, 12 BT/CA",1263352,Hydrox Labs,BT,2,1,7.36,4.14,Pharmacy > OTC > First Aid > Antibiotic & Antiseptic,Pharmacy,OTC,First Aid,Antibiotic & Antiseptic,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Petroleum Jelly Petrolatum Flip Top Tube 1oz/Tb, 72 TB/CA","Petroleum Jelly Petrolatum Flip Top Tube 1oz/Tube, 72 TB/CA",1253744,New World Imports,TB,39,17,21.71,9.52,Pharmacy > OTC > First Aid > Burn & Wound Care,Pharmacy,OTC,First Aid,Burn & Wound Care,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Lidocaine HCl Injection 1% MDV 10mL 25/Package,Lidocaine HCl Injection 1% MDV 10mL 25/Package,1319097,Eugia Us Llc,BX,,2,,64.05,Pharmacy > Rx > Anesthetics > Local,Pharmacy,Rx,Anesthetics,Local,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Nesacaine Injection 2% MDV 30mL Each,Nesacaine Injection 2% MDV 30mL Each,2480864,"Fresenius Kabi, LLC",VL,1,1,22.15,22.15,Pharmacy > Rx > Anesthetics > Local,Pharmacy,Rx,Anesthetics,Local,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Xylocaine MPF w/Epinephrine Injection 1% 1:200,000 PF SDV 30mL 25/Package","Xylocaine MPF w/Epinephrine Injection 1% 1:200,000 Preservative Free SDV 30mL 25/Package",1500122,"Fresenius Kabi, LLC",PK,2,1,840.96,524.27,Pharmacy > Rx > Anesthetics > Local,Pharmacy,Rx,Anesthetics,Local,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Kenalog-10 Injection 10mg/mL MDV 5mL Each, 24 VL/CA","Kenalog-10 Injection 10mg/mL MDV 5mL Each, 24 VL/CA",1960545,Bristol-Myers-Squibb,VL,21,13,342.99,213.72,Pharmacy > Rx > Corticosteroids > Corticosteroids,Pharmacy,Rx,Corticosteroids,Corticosteroids,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Kenalog-40 Injection 40mg/mL MDV 10mL Each,Kenalog-40 Injection 40mg/mL MDV 10mL Each,1969429,Bristol-Myers-Squibb,VL,6,9,616.23,928.53,Pharmacy > Rx > Corticosteroids > Corticosteroids,Pharmacy,Rx,Corticosteroids,Corticosteroids,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Kenalog-40 Injection 40mg/mL MDV 5mL Each,Kenalog-40 Injection 40mg/mL MDV 5mL Each,1961737,Bristol-Myers-Squibb,VL,2,,134.42,,Pharmacy > Rx > Corticosteroids > Corticosteroids,Pharmacy,Rx,Corticosteroids,Corticosteroids,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Drysol Extra Strength Topical Solution 20% Dab On Bottle Ea,Drysol Extra Strength Topical Solution 20% Dab On Bottle Each,2282906,"Person & Covey, Inc",EA,2,6,24.86,76.68,Pharmacy > Rx > Dermatological Agents > Other Dermatological,Pharmacy,Rx,Dermatological Agents,Other Dermatological,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Mupirocin Topical Ointment 2% Tube 22gm Each,Mupirocin Topical Ointment 2% Tube 22gm Each,1271598,Taro Pharmaceutical,TB,2,,6.22,,Pharmacy > Rx > Dermatological Agents > Topical Antibiotics,Pharmacy,Rx,Dermatological Agents,Topical Antibiotics,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Mupirocin Topical Ointment 2% Tube 22gm Each,Mupirocin Topical Ointment 2% Tube 22gm Each,1364874,Padagis Us Llc,TB,3,6,8.37,16.92,Pharmacy > Rx > Dermatological Agents > Topical Antibiotics,Pharmacy,Rx,Dermatological Agents,Topical Antibiotics,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Epinephrine Injection 0.3mg Auto-Injector 2/Package,Epinephrine Injection 0.3mg Auto-Injector 2/Package,1279954,Amneal Pharmaceuticals,PK,1,1,278.54,245.82,Pharmacy > Rx > Emergency Medications > Alpha and Beta Adrenergic Agonist,Pharmacy,Rx,Emergency Medications,Alpha and Beta Adrenergic Agonist,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Sodium Chloride Inhalation Solution 0.9% Vial 3mL 100/Package, 10 BX/CA","Sodium Chloride Inhalation Solution 0.9% Vial 3mL 100/Package, 10 BX/CA",1530284,SunMed,BX,,1,,13.91,Pharmacy > Rx > Respiratory Agents > Respiratory Therapy Solutions,Pharmacy,Rx,Respiratory Agents,Respiratory Therapy Solutions,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Sodium Chloride Bacteriostatic Injection 0.9% LF MDV 10mL 25/Package, 4 BX/CA","Sodium Chloride Bacteriostatic Injection 0.9% LF MDV 10mL 25/Package, 4 BX/CA",1046851,Pfizer Injectables,BX,,1,,73.55,Pharmacy > Rx > Solutions and Diluents > Diluents,Pharmacy,Rx,Solutions and Diluents,Diluents,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Sodium Chloride Bacteriostatic Injection 0.9% MDV 30mL 25/Package, 4 BX/CA","Sodium Chloride Bacteriostatic Injection 0.9% MDV 30mL 25/Package, 4 BX/CA",1048583,Pfizer Injectables,BX,1,,25.29,,Pharmacy > Rx > Solutions and Diluents > Diluents,Pharmacy,Rx,Solutions and Diluents,Diluents,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"AquaSonic Clear Ultrasound Gel 5Ltr/Bt, 4 BT/CA","AquaSonic Clear Ultrasound Gel 5Ltr/Bottle, 4 BT/CA",1019866,Parker Laboratories Inc,CA,2,1,198.80,99.40,Equipment > Imaging > Ultrasound > Consumables,Equipment,Imaging,Ultrasound,Consumables,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Dermal Tip Electrode For Electrosurgical Pencil 100/Bx,Henry Schein Dermal Tip Electrode For Electrosurgical Pencil 100/Box,5700891,Henry Schein Inc.,BX,2,,128.78,,Equipment > Procedural Tools > Electrosurgery > Consumables,Equipment,Procedural Tools,Electrosurgery,Consumables,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Electrolase Blade Electrode 100/Bx, 12 BX/CA","Electrolase Blade Electrode 100/Box, 12 BX/CA",2712856,Conmed Endosurgery,BX,,1,,67.38,Equipment > Procedural Tools > Electrosurgery > Consumables,Equipment,Procedural Tools,Electrosurgery,Consumables,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Handpiece Cover For Hyfrecator Handpiece 100/Bx,Handpiece Cover For Hyfrecator Handpiece 100/Box,9917179,Bovie Medical Corporation,BX,2,2,54.24,54.90,Equipment > Procedural Tools > Electrosurgery > Consumables,Equipment,Procedural Tools,Electrosurgery,Consumables,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Acme United Eyewash Station 32oz, 6 EA/CA","Acme United Eyewash Station 32oz, 6 EA/CA",6920013,Pacc-Kit Safety Equipment,EA,,1,,23.41,Equipment > Procedural Tools > EMS > Instruments,Equipment,Procedural Tools,EMS,Instruments,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Aluminum Chloride Reagent 20% 8oz Ea,Aluminum Chloride Reagent 20% 8oz Each,1992408,"EDM3, LLC",EA,3,1,99.28,34.27,Laboratory > Chemical & Solution,Laboratory,Chemical & Solution,,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Potassium Hydroxide Reagent 10% 30mL With DMSO Ea,Potassium Hydroxide Reagent 10% 30mL With DMSO Each,1415420,"EDM3, LLC",EA,2,,28.80,,Laboratory > Chemical & Solution,Laboratory,Chemical & Solution,,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Trichloroacetic Acid 90% 4oz Ea,Trichloroacetic Acid 90% 4oz Each,1217274,"EDM3, LLC",EA,,1,,115.80,Laboratory > Chemical & Solution,Laboratory,Chemical & Solution,,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Candin Candida Albicans Skin Test 1mL 1mL/Vl,Candin Candida Albicans Skin Test 1mL Vial 1mL/Vl,2590017,"Nielsen Biosciences, Inc.",VL,10,7,"3,758.46","3,002.45",Laboratory > Rapid Diagnostic Test Kit > Allergy,Laboratory,Rapid Diagnostic Test Kit,Allergy,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"American White Cross Adhesive Bandage Fabric 7/8x1-1/4"" Tan Sterile 100/Bx, 12 BX/CA","American White Cross Adhesive Bandage Fabric 7/8x1-1/4"" Tan Sterile 100/Box, 12 BX/CA",1271252,Dukal LLC,BX,25,7,84.66,23.73,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Curad Adhesive Bandage Woven Fabric 4x2"" Natural Sterile 50/Bx, 12 BX/CA","Curad Adhesive Bandage Woven Fabric 4x2"" Natural Sterile 50/Box, 12 BX/CA",8310804,Medline Industries Inc,BX,4,10,21.84,57.16,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Mastisol Liquid Adhesive Adhesive EtOH/GUM Mstc/Storax/Mthyl Slcyt Clr 2oz,Mastisol Liquid Adhesive Adhesive Ethanol/Gum Mastic/Storax/Methyl Salicylate Clear 2oz,7289210,Ferndale Laboratories Inc,EA,3,1,107.67,35.89,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Coban Wrap Bandage Elastic 4""x5yd Tan Non-Sterile 18/CA","Coban Wrap Bandage Elastic 4""x5yd Tan Non-Sterile 18/Case",3136816,3M Medical Products,CA,,1,,61.77,Medical & Surgical Supplies > Bandages & Tapes > Self Adhering & Co-Adherent Bandage,Medical & Surgical Supplies,Bandages & Tapes,Self Adhering & Co-Adherent Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Surgical Tape Paper 1""x10yd White Non-Sterile 12/Bx, 12 BX/CA","Henry Schein Surgical Tape Paper 1""x10yd White Non-Sterile 12/Box, 12 BX/CA",1019673,Henry Schein Inc.,BX,1,,7.19,,Medical & Surgical Supplies > Bandages & Tapes > Tape,Medical & Surgical Supplies,Bandages & Tapes,Tape,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Cotton Tipped Applicator 6 in Wood Handle Non Sterile 1000/Bx, 10 BX/CA","HSI Cotton Tipped Applicator White Cotton Tip For Easy Application White Cotton Tip 6 in Wood Handle Non Sterile 1000/Box, 10 BX/CA",1009175,Henry Schein Inc.,BX,9,2,73.44,17.24,Medical & Surgical Supplies > Disposable Exam Room Products > Applicator,Medical & Surgical Supplies,Disposable Exam Room Products,Applicator,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Cotton Ball Sterile Medium 500/Bx, 8 BX/CA","HSI Cotton Ball High Absorbency Size Medium Latex Free Sterile 500/Box, 8 BX/CA",1004752,Henry Schein Inc.,BX,1,,9.08,,Medical & Surgical Supplies > Disposable Exam Room Products > Cotton Products & Dispenser,Medical & Surgical Supplies,Disposable Exam Room Products,Cotton Products & Dispenser,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Graduated Medicine Cup Plastic Clear 1 oz Disposable 100/Bg, 50 BG/CA","HSI Graduated Medicine Cup Disposable Clear Plastic For Pills or Liquid Medicines 1 oz 100/Bag, 50 BG/CA",1125555,Henry Schein Inc.,BG,7,2,10.15,2.96,"Medical & Surgical Supplies > Disposable Exam Room Products > Cup, Lid & Dispenser",Medical & Surgical Supplies,Disposable Exam Room Products,"Cup, Lid & Dispenser",,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Professional Towel 2 Ply Tissue / Poly 13 in x 18 in White Disposable 500/Ca,Professional Towel 2 Ply Tissue / Poly 13 in x 18 in Disposable 500/Case,1245008,Tidi Products LLC,CA,12,6,252.87,127.98,"Medical & Surgical Supplies > Disposable Exam Room Products > Patient Bib, Towel & Dispenser",Medical & Surgical Supplies,Disposable Exam Room Products,"Patient Bib, Towel & Dispenser",,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Pillowcase 21 in x 30 in Tissue / Poly White Disposable 100/Ca,HSI Pillowcase Disposable 21 in x 30 in Tissue / Poly White 100/Case,1049206,Henry Schein Inc.,CA,10,4,259.06,104.80,Medical & Surgical Supplies > Disposable Exam Room Products > Pillow Cover & Case,Medical & Surgical Supplies,Disposable Exam Room Products,Pillow Cover & Case,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Exam Table Paper Smooth 18 in x 225 Feet 12/Ca,HSI Exam Table Paper Smooth White Disposable 18 in x 225 Feet Standard Roll 12/Case,1009491,Henry Schein Inc.,CA,26,18,906.10,653.70,Medical & Surgical Supplies > Disposable Exam Room Products > Table Paper,Medical & Surgical Supplies,Disposable Exam Room Products,Table Paper,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Angel Soft PS Facial Tissue White 2 Ply 100/Bx, 30 BX/CA","Angel Soft PS Facial Tissue White 2 Ply Flat Box 100/Box, 30 BX/CA",6430062,Georgia Pacific Corp,CA,7,2,189.00,81.30,Medical & Surgical Supplies > Disposable Exam Room Products > Tissue Products & Dispenser,Medical & Surgical Supplies,Disposable Exam Room Products,Tissue Products & Dispenser,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Pro Advantage Diagnostic Tongue Blade 6 in x 0.688 in Wd Non Sterile Adlt 500/Bx, 10 BX/CA","Pro Advantage Diagnostic Tongue Blade Wood 6 in x 0.688 in Non Sterile Adult 500/Box, 10 BX/CA",1149947,National Distribution & Contra,BX,1,,7.88,,Medical & Surgical Supplies > Disposable Exam Room Products > Tongue Depressor,Medical & Surgical Supplies,Disposable Exam Room Products,Tongue Depressor,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Tongue Depressor 6x3/4"" Non Sterile Adult 500/Bx, 10 BX/CA","HSI Tongue Depressor 6x3/4"" Non Sterile Adult 500/Box, 10 BX/CA",1002416,Henry Schein Inc.,BX,1,2,14.11,28.22,Medical & Surgical Supplies > Disposable Exam Room Products > Tongue Depressor,Medical & Surgical Supplies,Disposable Exam Room Products,Tongue Depressor,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Criterion N100 Nitrile Exam Gloves Large Standard Blue Non-Sterile, 10 BX/CA","Criterion N100 Nitrile Exam Gloves Large Standard Blue Non-Sterile Chemo Tested, 10 BX/CA",1118537,Henry Schein Inc.,CA,2,,108.60,,Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Criterion N100 Nitrile Exam Gloves Medium Standard Blue Non-Sterile, 10 BX/CA","Criterion N100 Nitrile Exam Gloves Medium Standard Blue Non-Sterile Chemo Tested, 10 BX/CA",1118536,Henry Schein Inc.,CA,19,16,"1,031.70",862.10,Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Criterion N100 Nitrile Exam Gloves Small Standard Blue Non-Sterile, 10 BX/CA","Criterion N100 Nitrile Exam Gloves Small Standard Blue Non-Sterile Chemo Tested, 10 BX/CA",1118535,Henry Schein Inc.,CA,9,6,488.70,325.80,Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"KC5 Purple Nitrile Nitrile Exam Gloves Medium Purple Sterile, 4 BX/CA","KC5 Purple Nitrile Nitrile Exam Gloves Medium Purple Sterile, 4 BX/CA",1079978,O & M Halyard,BX,,2,,117.58,Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Hypodermic Needle 18gx1"" Pink Conventional 100/Bx","Needle 18g 1"" Hypodermic Regular Bevel Sterile Not Made With Natural Rubber Latex Disposable Pink Conventional 100/Box",1197383,Nipro Medical Corp,BX,3,2,11.10,7.40,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Hypodermic Needle 30gx1/2"" Conventional 100/Bx, 100 BX/CA","Needle Henry Schein 30g 1/2"" Hypodermic Box Sterile Not Made With Natural Rubber Latex Disposable Conventional 100/Box, 100 BX/CA",1126148,Henry Schein Inc.,BX,22,12,109.56,59.76,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
